component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15
-5.668140618850914,-8.872138822908047,15.853289800667797,-6.659908486750599,3.244882021540197,3.529868109744388,-0.1866292461874307,-4.599120377077173,-0.7804332907207062,1.0003491095442854,0.24184044289437165,0.5316634238262156,1.7480337607202465,-1.6381432070227453,-0.48741323262324926,0.2653431466522704
-1.4702039554769082,10.280181701014527,-1.246633766048908,-1.5972771547889637,-5.053638567677344,5.329965679204623,-3.2134201723026194,0.646399140942518,-0.09213452658754641,-5.15545382750733,-1.2552735614039097,-1.3028614090281159,-1.3455506907687116,4.0163127592278025,-1.862940304258889,1.7167320282854295
-10.845386827580974,-1.345352233464837,4.000770296364152,8.010466778071192,3.520303810173569,6.439937374336821,-2.008367556973498,7.852585290899055,-0.22190599467617667,-4.103848815189509,-1.538275068814364,1.0725297387315438,-5.197397293629567,0.6629368313921502,-0.26624192128361657,-0.6907632996977007
-9.167961084843311,-8.670123190531076,5.481483240860061,5.505310594208592,-0.45323234965307624,4.098162817391082,-2.6875720223202078,2.2946961626378672,-0.06550052320893325,-2.497977427670288,0.5828413150476103,-2.296697759171687,-2.2192568504586667,-2.6971194934306655,-1.0925913361685968,-1.5836400661116892
-6.2718480490215915,-3.1012075703907125,-7.338976062515798,0.43354023243515305,4.290823788903128,-0.3167483911322633,-0.30696302925744995,-1.433249716766989,-3.194917866668216,4.058339864498927,0.7496566883891401,-2.2783746569369834,-0.21431161782777627,0.44040637638507496,0.2559551713620698,-2.9442410004738817
-3.0273477804870463,-9.67058174781468,6.944928846416703,0.4586791557785182,-0.4274023823972542,2.5646605960842845,3.198172702393303,-1.6331205657825874,1.3090102501426013,-1.3351829984979835,3.1291638680913154,2.652988739600089,-0.37041489699446156,2.0550557678031827,0.8563477450412357,-1.0661575715716307
9.873068067933076,-2.834858481632159,6.448352436439759,-6.8241898967818555,4.031473953644709,-0.784063370719054,4.094843895171248,-1.9333219881803052,-3.252753762765165,7.542826503831244,2.609182090184122,1.2208082725064393,-3.712305376968281,0.9443885952816241,0.901704004562385,2.4201735981196
1.5639533178362288,-10.541257495140899,5.838323974333611,-2.1995815947002475,-2.7981922814727533,1.7957205071176972,3.921043199062143,-7.247981061878331,-0.6799783025510319,1.5894618904209568,2.0000899374336107,2.37803910522913,-0.9029066934811543,1.1534867636358255,0.5409308327612394,3.6305144306608943
-2.793361460099904,2.9233763843934186,-9.710715927432819,2.789498621449316,-3.5139042303450965,5.852198785470059,8.253819234232177,2.70509749382964,-2.1492348409146116,4.0245928509081335,-0.784207025535477,-2.625229161783301,0.2037305542606855,0.16810471241042166,-0.22448762237120298,0.4900600526082853
-6.033572162571379,-12.945810063946288,6.667002042776365,4.439312577234936,0.04531961421612267,1.6549721183616013,1.9403063468924564,0.9626482439120411,-3.178265893578031,1.1164884193405589,2.707210092036961,3.716521568349964,-3.0703327118663584,1.4660562456063329,-2.5756138488131395,-1.2041254597985043
-4.4437760987164,-3.4557900007388622,-3.98842243719644,-4.491890216888373,3.577749288670978,-2.5177835845535657,0.7517041520230512,-2.96446902560952,0.15634228178221415,0.08867515475188237,-2.2498042347591083,1.5664470543271483,1.6702893131060725,-0.7753385415258769,0.14208906336379834,-3.2278386129564507
17.66532845581259,0.6967430554908658,1.1476481335682578,-0.6812214908878735,2.7124572532629703,-1.9085156285837792,0.5718416422212498,3.8385674849714753,3.1417603403637218,-2.936892917933336,-2.6776661506146615,-0.2162035769857561,-0.8534352881850232,-0.8698643714196964,-0.3520805021210197,0.44492313543270434
-0.9274890149425593,-9.509953185393941,4.916407897223522,-0.6314025431958606,-5.721204135577794,-0.8403331548399668,2.569268809948054,-0.28251895970873986,3.460058203707313,-3.1440590259806918,-1.5065476043343393,-0.43232533331325684,1.763854403726034,-0.25660457500179046,-0.3887794015891322,1.3031253735882107
-8.359325436392917,3.528046879236583,6.33273815957442,-10.971165993604851,12.835266826680696,1.4337655864681282,-2.5337214322652293,-1.8817778346148146,-4.205681333387441,-4.097334073803924,4.818897160450827,3.8046401026880856,-1.0675788284304188,1.9134126029777785,-0.7724369747928902,2.820584878311326
-9.099853334584958,-0.944204342814057,-4.733780620477902,0.7780771858514985,8.828836290516175,-0.7931793712611965,-2.579878070608714,1.4196894718098094,-0.6501325067775153,-0.665314082748377,1.9367792727442537,1.9952482212050424,1.1730099144994566,1.8112431406142633,1.0396465060518985,-0.6435079683687699
-2.1976962932024433,-3.8326299252935327,-8.848324201533964,-2.424454574858781,2.2266764250165343,-2.45917521052349,-0.6224324530998375,-2.9412830338172222,-0.6880049620230964,3.1675583674909604,-0.26199104793901506,-2.3799891778364417,-2.39545225480465,-0.11533338359738338,0.4789929118901198,-3.2090825348542356
0.6980845433850649,6.074287222752969,-1.4282908078041054,-3.871007395560687,-7.282234863383603,0.4885583097380725,-6.333776310245703,4.713748090980351,0.6418517839960978,1.800723606805329,0.14360785786579436,-2.742731162461487,1.1197365315898573,4.745577400617272,-0.8175916646013939,0.027643374795633797
15.45179638577104,-1.6716025213646786,0.751243258559117,2.2841572111859563,2.3689236208133675,-2.3528702764416387,1.7057730464318963,2.794002348138433,0.6641314846910883,3.967515427102807,0.12809927265310922,1.179479652279603,-1.4885418817174314,0.8478617578875667,-1.0895575534291244,-0.13265940042845784
15.468210492103355,0.1767019114682202,-0.3737055829624147,1.8373711310428362,-0.6157268928502685,1.0432446901036854,0.2621141654533282,-4.975784938534296,-3.0435672319490195,-2.833752993452413,-0.3801084762846599,-0.017908543267553062,0.43225494174386514,-0.38115397291712055,-0.035243160275940016,-0.5661778068568967
-5.903091804426048,-7.95623688839417,5.781491739606933,5.056207724623187,-2.8982915495731554,3.198713200329303,0.849907149544491,-0.5355704636896593,0.7116199072904467,-0.11791729310638367,0.7314773806316381,-0.5355248824982746,-1.4810010968181868,-1.2726369592670495,0.21984375954474056,-1.5153982237168326
-4.4535088062261785,-0.0062817167807391215,-15.126920605530945,8.288097066196483,2.747114741499705,8.115394067986426,-2.369707742612,-0.988661130313149,5.835926601478102,6.995382279062055,5.963266199738706,-1.091985756761249,-2.3839083879295537,-1.1518182135797341,-0.849364577098909,3.84118214952881
7.674752264079039,5.912847050464747,-0.1990613109263172,4.679311444243289,2.0900726336807276,8.574528385432155,0.2658608415816339,-1.8472474058479247,0.9376545280077108,-1.200139192185572,5.389297732191395,-3.4480272221987063,0.3395460251319704,3.671255540768095,5.488332374091812,-1.3043853401614338
-0.30542152507340425,3.6992057626264443,-0.8320647122986168,-2.50211475467619,-8.468787045209332,-1.2240758202459392,-1.0618302722023394,5.377663661812829,-5.972929135772709,0.4190866145128291,0.1945353632409383,2.961592537600042,-1.844592109095433,1.3372306628403865,-2.0117887661300227,0.0507578561346421
-10.440934937653882,1.7054467033521767,-1.0652800721907723,-3.44772062141087,12.689589344631251,6.534716648047356,-7.898062377181376,-0.8524563281607561,0.49066587561192154,3.407525899648555,-0.6483574526928497,-1.6613959307291335,0.3657487464619517,0.1896228351585691,1.4777817095103791,1.4773271222733269
16.985896360149273,-0.2603673559997658,-2.5480003111639857,10.436933390204626,3.26132730834931,3.0342933174808575,-2.863968870788498,2.1923637938169596,1.0956125790310138,-0.11792988378203638,-3.3069877215011347,0.6973211122077214,1.1708115676760922,0.6239915986060547,0.11745070484535228,-0.20497791237848512
3.8823984754309944,-0.08560452875154255,-1.322680464422541,-4.74888060495245,-11.279630388002902,-7.175482140844151,-2.1622898801943475,2.1312896853406897,0.08527058300193367,0.3048274346320219,-2.2211757356284783,3.8233865139265077,-0.11112544490218412,1.6032294508510259,0.45756349997747003,0.6055920320221952
-5.387105392668711,10.534410948599355,7.0701014312810475,7.810378865661559,1.7384343134219744,-5.211598122306497,0.5784544333528805,-3.4876442796932237,0.9350880160511504,2.445380937815062,-0.27459641049839983,-0.6727809952245637,-0.8288649152864327,1.5453022276042438,1.354240493060092,-1.341526525541793
-5.017909344291667,-2.6293382472602884,-6.018936415419163,1.3466616130672402,4.642910890588671,-0.5723557944971138,-4.274398020809721,-1.594368122748767,-2.7188530000296622,-2.8945903787248826,-0.029677850931954797,2.8799530532457216,0.5632120094150609,0.17534411740787906,-0.13320119903671637,2.4343730599953894
-4.422724307784274,5.436351253036669,-2.989863617267905,-0.6515818501176258,-2.10071403149586,5.289009863568153,9.753343962001068,1.3142904418914003,-2.3388821738959376,-0.5988595728026566,-1.347264404489438,2.2312715016212787,3.6119582353905986,1.5662232185552003,0.41733280691407254,-1.820861215824756
-7.438094618456526,1.6045457879790883,-4.331448290408098,5.632684310266655,-0.6183328027961926,2.723682032796179,12.070771032776756,8.08742409492552,-2.8894110312136547,3.7000819025556586,5.533652751467291,7.8718419783716005,6.428359980332099,0.7575248654523802,-1.121736145628872,-3.943485062645007
-5.305536958406386,0.4284300158782458,-5.582570636710399,-2.3806961678243543,5.327407757547235,0.29223050831445097,-3.0356405785644656,2.393152279675333,1.7950780269202582,-5.7078472926175605,1.3412744949066076,-0.01794274574419567,0.6476855819500003,0.29824317113732746,0.09742742690364035,2.178664224876727
-4.9058378783707415,-1.6687998812353073,-14.402640032832362,6.926168739598606,1.222315928867904,1.3068423117116672,-1.139685780250361,-0.6819371965728074,-0.5421829813330765,3.8075435345646564,0.8638448147455133,-3.2334281185479354,-3.3667766554146437,-1.956134185827898,-1.139803242425069,-0.5717918361428211
14.016787598275263,2.0840704995912422,-3.2297155793458487,0.5552552622360348,-1.9973323034894033,3.9130871403030785,1.8145090415262142,-5.398517515766421,0.3373716733552429,-4.252907627569039,-0.21398197441446204,1.3088372649980138,-2.9268341856728837,1.3033089983305859,1.4417270781730593,0.5890569803600676
-1.6240231549552568,-0.2621753904260758,3.9140424800896305,-14.070206078770923,6.052259846985939,-1.3942083734148982,1.4983205788030383,-5.88448882820458,2.3484502488027332,-2.7394601733553814,-4.536561447042014,2.8649671145570985,-0.5707797876847283,-1.7868032354884098,0.3663308802188911,-1.3554491271433196
-4.328172609493772,-9.871586622928362,8.447912898332104,-0.8828352641892441,-0.8559790242604074,1.4020871789090585,2.8426230585472556,-0.8992633022758517,-0.9385750263058019,0.04227357796069558,0.6398738592250804,1.0655431121437822,-0.8605819874952699,2.3740484906007215,1.2468986395281325,-1.458904081734347
-6.283568550933614,-1.2716969622062058,-8.297313325444684,1.381396637348841,5.846653726035737,2.7280551471705605,-3.576365912081447,-1.0823980845019583,-1.9537674054418832,-0.219279132855272,1.7404466435073533,-0.16938634944387534,-1.7800281366219897,-2.004167632029615,-0.7537214883093267,0.7102488669755734
11.522671122662329,-3.6625380305703437,0.16559544117212327,3.6322132625123076,1.3583923462694045,-2.1820087860401887,0.4772135166492166,0.3969204349449125,-5.96530476760702,5.726610658187009,0.16391544945529432,0.9501673108032016,2.358224090086761,-0.5670697525719711,-0.054789839423777076,0.7841543440954539
3.251951902152009,-1.1429940819659563,-0.6590773107583171,-6.738945672239457,-9.529976086960616,-5.80097261639076,-3.524831285385276,2.6317956270216323,2.885745785074817,3.5217919354292584,-3.069481693395185,-0.1778896783983915,4.833022995382865,0.7307627110359873,-1.6872523808196345,-0.3073609874948011
-4.95672924214648,-1.7517145134314673,-3.0540983202801724,-7.0693813586556,6.850021380960291,-6.248164691187572,-3.0610425952757154,2.4119410322090986,1.6241531640547309,0.966145316871214,-1.0461587281843243,-1.022570181612764,-0.5942455309726604,-0.5877296137149611,-1.1399906958857606,1.1947939245304935
-5.769820912973739,1.5627334452866524,3.721049952820294,-12.629128623441936,7.386866615760402,1.4848342851034095,-0.8911231271610363,-3.250911125899864,0.8998865941367233,1.502446580916051,-2.2002909067535583,0.25622209623315617,0.2522114192563663,-3.1290191378323304,0.6187794061642624,-3.3341789683059484
17.918187490096027,-2.1006741102850586,-3.26761418613212,5.018973173202712,0.31497957930001264,-1.9717623967424749,0.7762932561640095,3.1175684357156994,0.8352995459764195,-0.190993290202645,-1.4146601090614568,0.5199201142724083,-0.4722622013851132,1.1671750316468954,-0.5191056801962064,-0.06783506591811903
-4.313891974215066,-14.061708840991173,10.33168145704824,1.711172056286246,-1.4324283510750278,0.27366884640975964,-0.3170997345020425,-0.2005847037191354,-1.8253761006814953,1.1325710967533515,-0.7881992884620289,-1.4441475562850552,2.36594928875572,-0.6962655160555754,-0.6300305222141769,2.5158215630852427
-2.7095212726779576,-9.849875483007668,5.081511180677385,0.9342024209690025,-5.0416750530071655,-2.6184788401777483,2.982264976334402,1.4956189652083638,0.17414834888275355,0.1091635997335095,1.2488706827592584,-1.3406147421989274,-0.5885493782025143,0.2678354842188945,-0.10522683693184132,-0.5313005513970898
16.133132191787418,-0.41972394717269684,4.890966781082909,0.03716023570007472,6.70005878925942,0.2590853316402972,-0.9561374480118506,2.3523643700465264,0.39604588216385606,1.887375497615367,-1.5140014292267396,2.544919089445378,0.18733176856547515,0.48079511258689245,-2.9977803971056907,-0.5577070905964328
17.937943618261137,-1.0482894805423038,2.478240193847103,1.1104209125145557,4.239252345210565,-1.6009929131806915,-0.2860137215403624,3.508017136942996,1.6545334562414074,0.013161344931209762,-2.4730067851778377,2.07821404513914,-1.6487632760192854,-1.2665204291820462,-3.1430367559096024,0.5404591844590378
-4.506827802741274,-0.4888446010307641,-10.784085243974408,1.7219000639770738,1.75431273607963,1.0714944191354978,-0.13706408014102006,-1.5494806389491824,-0.680156586368091,-3.0915566116103634,1.5537487634862166,-0.04435399147346643,-1.0647430101558197,1.3637050456261026,0.2519756063701652,-0.779609900969543
-1.8820174925086668,-11.617765472480727,14.702169977356855,-6.128492062521961,2.441954621991592,1.0214668057197727,3.826929821126136,-5.039551885488081,-4.179594207288438,4.313268456306588,1.3105314779387292,1.8786303089081748,-0.3382567305129166,-0.8563925544092074,0.6927580047946451,5.283880920041898
-8.712355397795719,12.788576881904735,9.098108117565278,9.935744000203165,2.9980307963052133,-7.540141232207575,-1.6212818604903965,0.5086411623969631,0.7180984023066314,1.841942814519428,-3.6566966898578483,-1.9684062282198374,0.33699932779375275,-0.7635340288441123,-0.15904677331553715,2.4508921112569673
-6.255812314638022,1.2672513073209974,-9.247445190898732,0.790114207739574,4.024584705666527,3.0868012657015362,-0.13933839172756385,1.4653894028926702,3.008011776391763,-1.4643906614773103,2.86983963758859,-0.5828506767357433,0.8865217673368195,0.15435183536995106,-1.3435068549578688,-1.2004104458211513
-1.755190350950092,5.107663894755465,-1.6214045339224123,-1.544986939927747,-7.142402733496208,0.7376110551612984,-3.2334078228550664,3.906870914946031,-0.8688198970702685,2.4295240216713956,2.883083080569319,4.928446437559604,-2.4718644341054743,-3.174260215084302,2.7498957034080056,-2.109604272990901
-4.899625162303033,-2.6028982135447243,-10.343196192300637,3.902153181030543,3.327223160872024,-3.036336660735665,-4.028211593732967,0.25615596853075645,-1.334100971399491,-0.2830246546678366,2.0190556956393926,-2.235577273827527,-2.273103645262949,0.5989971042901495,2.5284619592103317,-0.15990017133556914
-2.6032266245108966,5.643369127974847,4.414671720483251,0.34341301111335215,-2.314466683330711,2.2639437811777103,-7.054201581715845,-0.3059971050813106,-2.664501555667254,1.6082611858272944,-1.00234330883083,5.351409885322392,-0.07631815061208971,-1.6442546389241606,4.598482981956697,-0.5854973626070262
-6.048803383535489,3.884629090148417,-3.5638483709808275,0.8447427691020474,0.8334311629508416,3.6886746112798052,6.946401031115493,6.737457477567523,-6.668564453778044,2.1629773128804692,-4.6220410431254555,-1.6626101198196452,1.6223480341615917,2.498282079906876,0.6406953002718385,1.063561846901801
-4.042418618625968,-12.843133838664116,8.275909908184218,3.353242321258581,-0.23597188636085617,1.7304145244464146,-0.5192736035264206,0.924199990898118,0.17482367951160438,0.025279701507398583,0.5340426854124395,0.6967623254046934,-3.3309995352151645,0.19244828869990105,-1.391184632080798,1.6924723117296756
